600, 367
797, 910
177, 443
42, 22
970, 349
825, 614
402, 418
634, 610
102, 725
230, 286
613, 378
713, 946
888, 204
94, 751
785, 337
238, 724
352, 78
884, 72
647, 996
355, 871
69, 353
932, 259
862, 197
109, 254
290, 119
968, 770
697, 924
182, 720
959, 21
799, 376
360, 424
476, 634
173, 43
145, 120
643, 531
284, 142
120, 871
215, 363
627, 764
883, 269
639, 661
692, 986
153, 555
230, 43
584, 181
698, 582
417, 129
739, 906
988, 143
288, 661
580, 944
366, 847
306, 995
173, 610
862, 855
133, 680
992, 518
608, 678
969, 135
787, 55
601, 271
166, 130
688, 334
809, 702
700, 608
102, 242
932, 8
721, 775
917, 143
706, 425
803, 757
301, 158
267, 109
157, 847
266, 254
343, 484
697, 500
799, 178
427, 109
199, 185
695, 937
442, 851
897, 212
337, 379
16, 221
271, 967
715, 531
377, 791
45, 416
485, 253
830, 451
215, 812
220, 59
688, 334
410, 80
83, 666
899, 707
988, 595
433, 92
888, 478
661, 810
426, 142
494, 500
733, 852
779, 474
415, 457
622, 332
395, 476
136, 217
97, 656
786, 573
37, 901
226, 187
298, 992
121, 422
36, 512
391, 931
852, 159
786, 38
619, 95
906, 866
306, 419
655, 654
646, 143
156, 317
47, 88
1, 889
572, 88
482, 427
179, 262
482, 212
691, 217
926, 628
162, 780
266, 761
822, 877
928, 925
708, 80
965, 666
425, 42
509, 394
892, 627
543, 835
565, 752
375, 434
56, 868
157, 80
658, 340
927, 665
37, 895
41, 395
168, 387
183, 141
629, 305
438, 410
993, 639
402, 428
356, 608
344, 538
609, 34
564, 83
524, 826
751, 739
460, 745
12, 168
465, 383
266, 554
775, 912
323, 17
425, 567
494, 319
286, 490
210, 31
743, 467
573, 902
226, 949
390, 468
253, 940
294, 759
488, 536
719, 632
90, 453
7, 143
57, 145
271, 613
283, 892
607, 388
970, 364
355, 184
871, 59
844, 583
991, 365
505, 221
900, 330
754, 221
977, 952
346, 648
542, 458
991, 465
273, 681
830, 436
966, 621
675, 863
334, 568
670, 527
487, 840
111, 58
548, 396
793, 871
412, 888
565, 696
976, 369
878, 759
922, 83
659, 92
884, 39
208, 724
589, 43
258, 571
335, 657
51, 737
424, 826
239, 314
841, 661
70, 187
407, 620
456, 557
296, 63
316, 203
742, 32
682, 75
925, 67
891, 777
59, 706
309, 717
710, 136
951, 7
801, 185
221, 286
396, 395
541, 469
811, 23
313, 53
188, 599
276, 648
779, 811
84, 203
928, 638
399, 708
289, 994
302, 234
282, 61
537, 2
397, 763
916, 8
795, 779
709, 877
783, 287
541, 30
238, 961
727, 512
267, 778
498, 100
366, 450
71, 633
424, 656
245, 677
628, 268
791, 247
214, 293
489, 934
144, 862
856, 536
316, 414
132, 678
266, 628
274, 195
93, 957
632, 163
75, 554
893, 405
91, 606
83, 126
351, 856
461, 529
280, 626
87, 529
227, 640
472, 984
630, 633
279, 477
747, 332
487, 487
40, 945
600, 300
233, 861
684, 969
734, 566
123, 181
686, 675
999, 368
34, 569
185, 254
983, 941
840, 767
194, 457
406, 345
941, 86
376, 795
926, 479
888, 35
710, 787
775, 568
42, 48
662, 867
269, 485
673, 685
670, 860
322, 886
648, 106
215, 906
783, 472
602, 503
356, 603
413, 514
2, 881
771, 344
813, 532
93, 499
308, 839
177, 126
879, 201
265, 720
207, 427
740, 27
997, 766
491, 910
149, 967
383, 90
780, 647
851, 827
413, 765
530, 290
593, 943
594, 263
160, 482
905, 181
421, 359
352, 422
524, 399
538, 569
11, 216
184, 337
200, 555
34, 610
741, 412
646, 290
247, 841
516, 58
503, 102
809, 446
25, 723
804, 91
720, 197
578, 210
837, 215
508, 984
308, 888
339, 310
338, 631
303, 205
421, 561
948, 812
931, 807
421, 397
789, 801
73, 397
352, 379
996, 112
139, 72
805, 868
995, 948
535, 457
841, 369
971, 354
314, 722
771, 434
90, 909
999, 17
276, 443
865, 31
180, 431
778, 936
641, 760
868, 82
983, 500
829, 337
508, 770
248, 895
614, 22
111, 232
492, 962
365, 432
2, 226
640, 714
551, 649
602, 532
880, 844
633, 610
739, 319
693, 122
765, 802
464, 917
759, 715
839, 550
822, 32
939, 576
481, 809
966, 819
854, 126
704, 170
981, 829
706, 633
282, 88
153, 782
453, 258
831, 59
255, 797
612, 535
267, 811
891, 833
577, 445
343, 377
27, 236
249, 236
753, 836
471, 896
633, 928
154, 82
192, 898
622, 51
779, 270
792, 277
278, 244
759, 967
899, 801
570, 181
849, 996
692, 205
67, 714
509, 562
10, 640
481, 851
680, 515
751, 391
473, 36
3, 269
824, 941
379, 159
873, 995
855, 476
551, 725
138, 43
666, 638
561, 309
128, 737
288, 169
722, 242
760, 69
669, 748
535, 426
978, 12
93, 868
800, 822
881, 805
786, 578
855, 405
114, 638
521, 371
575, 464
621, 246
929, 590
438, 123
609, 259
659, 382
116, 354
651, 966
241, 766
993, 699
678, 255
166, 128
770, 26
129, 304
227, 976
567, 46
364, 586
122, 34
142, 725
145, 305
62, 93
119, 486
949, 667
834, 1000
49, 7
613, 953
406, 738
908, 882
666, 220
725, 664
500, 317
36, 172
972, 222
931, 236
129, 333
349, 296
694, 280
402, 883
906, 481
713, 468
453, 508
872, 489
166, 826
978, 225
145, 31
853, 193
257, 407
673, 361
313, 942
207, 811
99, 372
499, 25
373, 967
806, 936
405, 943
653, 165
16, 465
755, 236
875, 448
562, 531
454, 272
844, 194
967, 211
410, 700
958, 877
827, 467
219, 416
486, 812
926, 268
921, 76
300, 258
12, 106
510, 773
569, 191
117, 198
36, 505
234, 75
910, 731
897, 733
491, 146
372, 277
79, 42
78, 934
930, 354
340, 710
99, 714
329, 616
891, 787
207, 108
423, 469
929, 865
499, 362
