79, 527
188, 316
898, 309
578, 863
874, 989
38, 559
958, 888
375, 713
8, 925
76, 187
810, 274
287, 778
159, 324
912, 505
388, 525
75, 104
108, 757
640, 107
827, 905
306, 78
502, 746
190, 207
292, 267
542, 577
338, 636
365, 112
140, 881
566, 18
530, 697
332, 784
163, 709
595, 319
819, 475
667, 952
42, 684
355, 66
918, 758
320, 284
350, 686
972, 591
518, 390
248, 271
694, 502
961, 412
498, 447
65, 785
950, 320
98, 695
303, 390
195, 491
815, 620
210, 357
626, 251
973, 402
856, 334
665, 912
378, 45
504, 131
756, 871
442, 658
463, 380
619, 426
910, 927
782, 345
475, 617
313, 493
256, 654
314, 52
78, 227
85, 402
889, 804
695, 424
34, 339
681, 506
143, 49
167, 313
549, 776
983, 13
268, 801
370, 27
224, 258
117, 24
75, 551
300, 116
98, 483
673, 643
958, 71
120, 917
864, 255
923, 661
378, 840
779, 599
208, 913
925, 651
216, 639
626, 451
633, 404
997, 141
22, 690
437, 219
577, 230
680, 124
456, 152
980, 893
225, 563
731, 935
470, 861
963, 16
408, 359
733, 128
405, 111
559, 944
991, 6
28, 57
206, 776
304, 406
775, 463
914, 100
968, 242
522, 434
526, 997
646, 228
143, 955
920, 431
179, 645
728, 413
387, 138
188, 911
72, 935
173, 219
475, 878
854, 179
661, 321
23, 813
807, 50
921, 322
641, 15
239, 155
589, 418
687, 712
657, 523
625, 245
15, 384
183, 630
879, 162
577, 305
184, 413
861, 502
748, 910
930, 198
356, 23
111, 84
535, 158
41, 377
484, 386
813, 209
409, 283
303, 948
17, 901
991, 691
109, 599
71, 537
539, 91
506, 16
289, 579
262, 905
606, 6
707, 776
524, 511
607, 785
870, 25
539, 182
541, 769
435, 479
161, 675
968, 666
473, 96
759, 328
382, 752
919, 204
281, 717
772, 727
921, 596
827, 546
405, 16
286, 392
667, 889
248, 772
635, 324
472, 41
110, 570
251, 4
865, 896
168, 846
941, 919
372, 26
507, 50
779, 257
762, 457
720, 79
508, 854
100, 74
308, 407
168, 807
902, 864
439, 993
619, 795
816, 54
598, 850
202, 577
79, 577
267, 77
871, 856
73, 133
769, 892
3, 252
313, 876
995, 887
786, 622
686, 573
926, 469
589, 154
613, 836
632, 185
241, 161
350, 713
241, 578
790, 61
743, 670
695, 297
418, 372
794, 47
352, 515
499, 804
882, 307
169, 938
50, 606
131, 403
377, 445
502, 190
848, 575
284, 296
128, 903
881, 473
782, 928
255, 61
389, 261
213, 102
887, 98
542, 272
486, 520
763, 450
786, 410
217, 612
210, 474
678, 73
645, 119
412, 696
374, 716
98, 197
948, 120
247, 860
958, 337
877, 443
32, 676
191, 530
259, 520
255, 96
358, 746
676, 961
311, 110
918, 457
45, 932
932, 966
777, 670
791, 562
115, 349
502, 779
722, 899
321, 192
758, 606
302, 403
736, 626
638, 316
904, 365
965, 613
495, 328
757, 619
512, 43
892, 641
562, 573
916, 648
834, 136
192, 863
938, 563
158, 386
100, 250
675, 10
827, 421
434, 668
656, 820
86, 57
542, 688
963, 520
346, 292
923, 88
101, 951
131, 508
815, 22
828, 422
843, 581
527, 481
73, 84
959, 704
987, 358
109, 526
884, 244
798, 950
518, 314
709, 164
976, 260
85, 498
975, 506
132, 721
684, 290
672, 468
600, 142
154, 439
110, 881
121, 993
621, 77
940, 705
34, 550
766, 704
75, 73
3, 164
453, 477
518, 159
618, 913
773, 65
427, 132
361, 21
685, 236
66, 122
403, 449
690, 769
317, 27
648, 91
140, 973
475, 164
161, 466
335, 959
477, 574
770, 281
487, 956
691, 563
844, 644
589, 502
155, 879
911, 216
20, 821
83, 560
295, 698
559, 519
464, 584
443, 371
391, 424
21, 527
430, 95
118, 659
722, 535
778, 669
339, 933
263, 192
362, 791
309, 150
576, 43
67, 146
428, 415
93, 313
719, 598
194, 582
326, 916
935, 522
722, 664
884, 352
710, 366
909, 704
158, 799
262, 860
453, 952
803, 212
311, 532
861, 807
752, 343
709, 269
879, 527
272, 41
471, 873
589, 755
330, 974
678, 652
339, 100
450, 82
748, 679
716, 580
873, 117
379, 699
853, 606
261, 588
394, 635
463, 258
786, 443
661, 940
199, 604
574, 572
502, 26
825, 266
425, 779
979, 144
969, 895
399, 33
819, 630
565, 135
791, 807
525, 964
80, 943
972, 316
632, 510
847, 572
92, 723
858, 955
98, 613
984, 466
387, 863
123, 89
359, 50
217, 906
164, 623
761, 36
449, 200
687, 273
342, 289
724, 796
78, 670
981, 415
69, 192
793, 916
421, 176
500, 81
574, 524
329, 240
557, 413
473, 578
284, 475
561, 149
607, 302
450, 224
505, 970
523, 501
118, 123
852, 378
705, 647
910, 198
2, 73
866, 140
872, 512
18, 751
385, 766
908, 874
753, 844
986, 258
726, 208
698, 928
633, 929
835, 840
839, 444
607, 552
640, 853
303, 34
533, 682
892, 25
495, 322
483, 736
590, 635
193, 118
976, 621
32, 625
576, 995
872, 318
331, 412
510, 845
396, 851
219, 933
370, 424
860, 642
861, 752
954, 911
316, 604
40, 472
346, 577
469, 402
555, 305
270, 714
632, 877
404, 899
398, 537
830, 328
965, 861
451, 446
643, 422
431, 980
458, 87
11, 460
255, 821
624, 330
520, 229
598, 203
477, 552
557, 259
486, 703
319, 677
528, 362
906, 317
122, 352
546, 383
611, 568
703, 687
391, 251
529, 180
451, 885
84, 15
194, 458
983, 312
628, 194
352, 572
582, 758
161, 727
966, 617
904, 258
926, 654
673, 466
188, 450
222, 484
675, 343
756, 578
261, 227
490, 315
862, 925
325, 761
255, 203
63, 398
288, 33
321, 383
160, 465
803, 224
212, 699
920, 352
687, 282
787, 990
385, 913
130, 921
819, 485
634, 25
804, 56
471, 504
930, 173
643, 769
849, 320
121, 113
786, 309
788, 950
580, 21
575, 676
877, 657
204, 125
80, 159
933, 268
514, 145
180, 160
730, 962
563, 603
744, 523
784, 305
515, 106
562, 393
766, 275
454, 943
626, 793
349, 724
185, 170
47, 887
515, 493
512, 98
67, 554
914, 344
376, 4
966, 238
82, 405
36, 841
771, 425
301, 774
738, 503
655, 567
493, 678
270, 963
536, 352
742, 738
746, 826
442, 624
855, 744
974, 161
396, 367
899, 443
892, 770
535, 445
268, 628
625, 670
410, 772
253, 897
398, 811
755, 109
504, 790
589, 693
822, 974
217, 593
82, 784
983, 729
568, 235
172, 135
771, 31
81, 36
92, 237
827, 771
563, 623
162, 523
142, 586
149, 847
835, 759
636, 688
276, 210
720, 999
871, 558
229, 423
772, 25
8, 463
275, 303
2, 682
490, 588
761, 643
575, 798
355, 413
613, 844
828, 842
211, 188
972, 858
350, 814
157, 864
36, 560
963, 898
55, 526
31, 437
588, 774
956, 639
333, 526
570, 588
586, 374
972, 729
286, 204
609, 739
687, 637
658, 711
142, 457
262, 758
726, 954
183, 326
71, 164
624, 262
41, 162
238, 801
882, 617
130, 142
578, 719
608, 493
271, 802
126, 636
521, 772
812, 544
763, 802
34, 376
525, 803
351, 652
378, 187
490, 187
154, 43
750, 504
327, 796
681, 457
699, 190
807, 552
722, 80
104, 823
652, 99
785, 12
587, 296
355, 485
192, 80
901, 822
461, 200
887, 264
916, 654
920, 489
263, 637
941, 81
489, 622
443, 640
224, 673
970, 278
297, 409
209, 875
452, 971
691, 80
105, 558
1, 471
220, 323
971, 142
672, 27
191, 880
984, 41
188, 251
204, 272
548, 990
52, 233
27, 940
855, 129
244, 766
696, 651
951, 660
38, 725
220, 999
985, 740
377, 924
695, 746
278, 69
